temperature,rainfall,humidity,yeild_apples
99,98,64,81
37,54,66,55
28,79,78,63
28,39,75,54
93,68,46,64
80,43,82,74
24,69,62,52
56,54,40,48
22,82,28,37
48,60,60,56
85,100,58,74
81,38,21,42
61,51,53,55
56,86,81,74
43,92,46,54
65,67,57,61
30,62,33,38
67,83,57,65
64,96,82,79
49,21,88,63
36,72,75,63
70,77,28,50
58,26,59,52
84,58,71,72
97,29,75,72
63,44,35,45
22,47,61,46
85,46,41,55
47,57,49,50
45,29,100,69
50,84,70,67
47,49,57,52
96,74,25,56
31,31,33,32
74,85,36,57
65,22,76,62
99,92,94,95
75,76,63,69
45,79,38,48
53,35,52,49
86,73,85,83
60,69,54,59
52,61,79,67
72,35,88,73
94,86,36,63
53,68,82,70
51,31,96,70
76,75,34,55
21,55,84,59
29,23,72,49
63,75,78,73
51,26,71,56
90,45,82,77
93,86,72,81
92,20,54,59
36,23,37,34
80,42,74,69
58,88,64,67
94,76,79,83
23,64,24,32
64,76,60,64
34,99,98,79
80,41,42,53
44,30,48,43
36,60,88,67
82,85,73,78
87,25,21,42
43,59,72,61
77,62,71,71
59,82,76,72
97,85,44,68
75,40,55,58
75,34,87,73
22,29,47,36
99,50,53,66
70,78,61,67
30,80,27,38
20,86,62,54
99,83,62,77
21,82,98,72
24,35,65,47
27,36,28,29
71,73,82,77
22,56,99,67
52,85,25,45
62,28,75,62
79,57,52,61
50,26,55,48
98,57,30,56
22,45,82,57
44,56,72,60
44,60,77,64
53,92,81,75
85,37,28,47
51,49,33,42
31,48,25,31
69,51,32,47
53,79,23,43
64,95,61,69
31,61,66,54
63,85,46,59
72,30,44,50
98,98,70,84
55,83,35,51
53,94,80,75
27,21,64,44
24,54,32,34
36,61,95,70
54,28,62,53
38,86,35,46
95,86,79,85
21,36,47,37
88,59,99,88
44,33,69,54
48,38,80,62
71,57,85,75
100,58,100,92
36,21,55,42
35,99,48,54
75,56,92,80
55,94,45,58
34,88,85,70
28,57,67,53
24,61,52,45
78,65,89,81
24,28,65,45
73,28,29,42
37,73,23,37
94,95,76,85
65,56,64,63
34,37,40,38
57,74,24,44
59,61,56,58
44,66,94,73
57,81,75,71
62,67,29,46
72,84,39,58
100,75,40,65
55,92,76,73
20,67,46,42
40,56,100,73
40,56,90,68
78,41,45,54
82,25,60,60
55,34,61,54
28,39,27,30
48,38,32,38
91,52,88,82
92,46,84,79
80,81,56,68
73,93,62,72
56,23,85,64
73,47,79,71
53,56,46,50
34,35,95,65
74,96,81,82
67,26,37,44
53,60,36,46
53,62,90,73
85,68,96,87
90,97,31,62
29,100,22,40
24,54,81,58
60,91,53,63
62,99,20,48
50,80,63,62
49,96,62,65
51,95,84,76
64,41,96,75
67,75,50,60
28,37,69,50
84,86,36,60
40,72,34,43
61,77,53,60
71,94,63,72
66,99,49,64
34,87,65,60
73,96,92,87
70,49,75,68
30,89,23,38
69,92,75,77
36,21,65,48
20,53,35,34
28,30,32,30
62,58,76,68
96,89,54,74
38,31,37,36
69,97,48,64
98,25,90,79
98,23,42,55
47,95,40,53
42,71,21,37
85,42,57,62
86,58,76,75
50,58,65,59
48,61,81,67
27,22,70,48
32,78,31,41
32,24,47,38
65,66,45,55
94,85,69,80
25,81,28,38
94,68,48,66
65,29,93,72
33,63,40,42
72,72,44,58
29,86,46,49
82,57,76,74
23,66,54,47
100,61,27,56
80,38,80,72
43,99,21,43
29,96,76,66
76,55,78,73
62,76,23,45
29,30,56,43
59,45,70,62
51,92,69,68
61,89,100,86
99,23,67,68
30,89,71,62
68,27,65,58
80,31,68,64
74,48,71,67
26,80,67,57
45,95,96,80
62,45,90,73
89,73,60,71
63,65,48,56
62,51,26,42
46,21,28,32
59,64,48,54
55,20,25,33
46,21,74,55
89,97,45,69
42,21,41,37
63,87,33,53
91,91,38,64
45,22,62,49
38,61,29,38
48,86,99,81
59,51,37,46
69,66,73,70
38,34,58,47
97,38,83,78
32,68,73,60
89,76,20,52
74,30,55,56
98,80,20,55
29,41,76,55
95,60,43,62
60,62,69,65
57,91,27,49
51,92,64,66
100,32,82,77
82,21,40,49
76,76,93,84
47,24,81,59
30,90,87,70
94,36,22,46
76,78,25,51
42,33,36,37
23,20,73,47
81,88,58,71
66,38,23,39
89,78,38,61
81,93,70,78
20,20,39,30
35,92,60,59
34,48,93,66
45,77,52,55
34,76,40,45
66,32,69,61
89,68,21,51
25,80,25,36
81,60,98,85
96,61,22,52
53,70,39,49
80,61,93,83
74,100,26,55
43,72,97,76
47,47,97,72
22,88,56,52
100,29,35,53
31,98,57,57
23,75,30,37
46,81,67,64
24,39,75,52
35,85,45,50
32,80,86,69
57,37,50,50
28,38,98,65
33,75,62,56
97,96,71,84
21,32,22,24
69,21,48,49
85,53,28,50
50,89,61,63
66,88,69,72
62,72,41,54
100,97,45,72
55,35,50,48
57,70,23,43
36,92,32,45
64,27,75,62
45,87,84,73
40,64,46,48
72,87,20,49
99,23,43,56
57,21,69,56
93,51,20,48
80,43,73,69
46,36,58,50
99,78,27,59
61,93,59,66
87,43,26,48
84,75,34,57
53,40,33,40
66,88,50,62
31,85,83,68
48,100,22,45
38,58,86,66
21,79,84,64
52,46,36,43
35,61,42,44
49,28,23,32
23,22,66,44
35,36,76,56
35,26,67,49
68,77,98,85
39,55,45,45
69,34,76,66
58,20,36,39
26,28,59,43
68,20,39,44
31,95,33,45
64,21,33,40
35,59,99,72
39,49,70,56
65,23,71,60
93,64,45,63
64,68,64,65
46,85,66,64
40,99,21,42
34,32,77,55
67,52,69,65
62,49,65,61
20,98,55,53
32,22,87,58
25,99,65,60
44,86,91,76
51,63,54,55
69,26,45,48
40,37,76,57
67,68,74,71
92,69,37,60
44,72,67,61
31,68,79,62
66,96,98,88
46,96,51,58
43,99,77,71
81,71,57,67
82,99,31,60
29,74,54,50
37,93,69,64
23,52,41,38
35,57,20,32
72,74,83,78
46,79,43,51
100,94,29,63
51,55,42,47
33,86,59,57
37,32,85,60
23,74,62,53
77,56,51,60
28,55,49,44
69,75,91,81
50,61,47,51
76,98,98,91
71,35,33,45
76,73,72,73
80,77,82,80
84,86,58,71
50,34,98,71
69,31,48,51
56,99,85,79
45,67,97,75
37,82,65,60
83,25,77,68
57,50,67,61
71,66,95,82
64,27,86,68
27,79,21,34
35,94,69,64
23,65,82,61
51,50,28,39
91,52,59,67
75,57,75,71
66,64,37,51
58,48,71,62
39,58,38,42
83,100,52,71
76,64,61,66
37,42,65,52
65,96,74,76
49,66,35,45
42,28,62,49
71,81,53,64
89,92,65,78
70,88,21,49
46,37,75,59
49,32,94,68
73,65,54,62
26,96,98,76
89,28,95,80
47,52,75,62
75,88,65,73
73,37,76,67
28,86,67,59
75,65,91,81
61,98,42,59
34,49,65,52
83,93,78,82
58,49,49,52
55,81,25,45
61,20,95,70
87,69,52,66
39,67,94,72
74,94,70,76
40,72,55,54
94,31,42,55
47,79,55,57
69,42,72,65
26,36,66,48
23,64,77,58
82,53,69,70
38,93,46,53
68,48,49,54
20,43,32,31
21,53,22,28
46,64,55,54
50,75,92,76
68,53,71,66
50,54,74,63
68,97,42,61
80,73,38,58
74,21,56,54
61,48,25,40
44,40,70,56
23,45,55,43
85,69,42,60
56,87,75,72
43,96,89,77
23,31,45,36
67,80,25,49
72,28,60,57
32,97,80,69
52,55,73,63
30,56,85,63
48,49,34,41
80,44,91,78
51,70,60,59
71,70,95,83
48,95,26,46
71,66,40,54
63,33,84,68
83,45,52,60
94,64,85,84
85,58,74,74
37,47,30,36
77,82,88,84
92,65,59,70
61,53,85,71
66,46,90,74
84,60,38,56
53,60,82,69
96,73,57,72
42,41,69,55
54,25,23,33
46,21,89,62
89,64,33,56
29,65,60,52
91,83,88,88
49,68,41,49
58,72,86,75
91,41,51,61
56,41,46,48
78,97,44,65
62,58,89,75
24,69,20,31
94,34,65,68
44,52,81,64
93,71,58,71
53,49,83,67
72,96,73,77
67,78,74,73
100,67,41,64
38,97,39,50
76,80,99,88
91,73,45,64
29,94,86,70
78,24,54,55
22,77,60,52
20,88,63,55
82,35,67,65
49,40,60,53
47,97,58,62
63,44,61,58
79,56,74,72
36,55,27,35
52,28,45,44
97,37,80,76
100,67,29,58
53,57,34,44
97,55,62,71
90,28,62,64
89,64,66,72
30,21,57,42
33,78,65,58
96,69,66,76
67,60,32,48
57,74,41,52
38,29,87,61
64,69,84,75
88,67,98,89
49,30,25,33
47,24,47,42
51,33,81,62
81,91,83,84
21,64,62,50
84,69,99,88
79,30,40,50
82,20,33,45
55,95,84,78
23,98,22,38
72,77,48,61
54,53,38,46
51,29,58,50
26,75,26,36
45,50,39,43
20,64,24,31
93,28,24,46
91,71,42,62
41,46,95,69
27,96,73,64
62,98,35,56
27,23,54,40
24,86,71,60
94,69,43,64
31,96,22,40
85,79,43,63
82,72,74,76
62,22,47,46
69,35,65,60
81,91,54,70
76,27,63,60
76,93,89,86
51,30,63,53
44,92,54,59
58,69,94,78
67,85,37,56
84,44,20,44
48,54,71,61
67,64,97,81
48,28,24,32
68,63,54,60
22,80,42,44
58,94,47,60
81,75,68,73
55,22,84,63
30,21,37,32
85,58,90,82
77,73,48,62
91,81,87,87
82,56,65,68
58,63,66,63
25,79,47,47
56,59,86,72
38,61,90,69
91,61,48,64
99,32,71,72
41,27,25,30
37,91,66,62
98,69,99,93
33,80,24,38
86,80,44,64
60,45,75,64
84,39,83,74
30,41,80,57
59,76,77,71
90,42,94,82
33,87,29,42
81,20,57,57
73,94,76,79
47,56,96,73
25,62,45,42
97,75,38,63
95,74,95,91
25,64,29,35
78,39,20,41
62,87,60,66
50,23,61,50
52,87,57,62
69,64,94,80
99,68,51,69
21,58,26,31
86,43,74,71
58,36,73,61
91,66,37,59
21,59,25,31
63,96,57,67
40,20,72,52
33,87,32,43
66,88,73,74
24,94,25,38
97,78,20,55
55,66,61,60
53,82,42,53
22,61,84,61
40,59,22,35
31,93,32,44
94,28,60,64
99,69,83,85
21,47,45,38
36,95,86,73
80,46,100,83
41,94,23,43
26,97,48,51
80,66,76,75
80,63,33,53
25,48,83,59
61,47,93,74
44,81,62,60
89,54,70,72
44,72,73,64
58,71,31,47
54,33,90,68
29,49,91,64
60,51,63,60
30,20,71,48
23,100,66,60
54,51,47,50
35,98,30,45
44,37,24,33
47,94,83,74
46,68,66,60
67,75,76,73
58,63,92,76
100,22,60,64
46,43,32,38
66,86,32,53
22,62,99,68
37,99,27,44
100,89,24,60
65,25,71,60
100,57,47,65
66,30,87,69
74,79,85,80
85,58,32,53
21,28,76,50
36,67,90,69
60,22,92,68
55,85,60,64
74,45,82,72
39,98,90,76
69,79,42,58
97,51,49,64
97,61,87,85
60,58,71,65
76,30,81,69
46,73,87,72
50,96,73,71
34,42,54,46
60,20,33,38
69,56,45,54
53,50,35,43
57,93,31,51
21,54,41,38
42,79,54,55
42,27,89,62
76,49,66,66
70,92,80,79
57,40,45,48
25,46,62,48
29,89,25,39
71,98,69,75
31,79,47,49
56,74,48,56
94,21,64,64
58,100,67,71
57,100,28,51
48,72,20,39
86,79,93,88
41,35,43,41
72,27,38,46
95,41,34,54
75,55,74,70
87,65,95,87
84,69,49,64
88,57,20,48
25,42,86,59
28,95,46,50
48,79,97,79
40,25,21,28
97,45,29,53
85,42,83,75
92,100,81,88
72,78,99,87
56,35,42,45
58,39,58,54
99,46,56,67
28,82,22,36
93,93,44,68
23,32,83,55
49,67,76,66
27,63,93,67
91,63,92,86
26,51,70,53
95,67,69,76
78,42,25,44
59,81,29,48
32,99,59,59
62,66,91,77
47,21,36,36
52,23,53,47
70,96,74,77
32,83,85,69
65,54,95,78
44,89,66,64
59,77,75,71
96,25,87,77
24,86,33,41
76,85,72,76
64,73,90,79
56,94,78,75
28,89,98,75
32,83,25,39
66,73,29,49
26,77,21,34
36,86,35,46
73,44,61,61
90,23,51,57
52,48,31,41
54,34,49,48
32,64,65,55
69,61,55,60
54,64,64,61
20,82,91,68
25,62,32,36
75,99,100,92
23,28,71,48
41,58,91,69
70,88,33,55
76,25,51,53
62,27,49,48
97,30,28,49
24,45,84,58
31,60,36,39
30,32,64,47
36,72,51,51
35,41,21,29
21,65,41,40
50,54,66,59
85,65,69,73
32,57,96,69
96,32,42,56
53,25,95,68
23,88,52,50
86,70,70,75
97,33,36,54
74,21,37,45
56,69,65,63
24,56,76,56
27,72,42,44
20,70,77,58
51,63,47,51
82,87,55,70
42,71,60,57
83,51,85,78
68,54,26,44
90,92,52,71
97,60,91,87
65,71,32,50
98,64,65,75
81,29,70,65
97,29,25,47
29,30,40,35
30,83,54,53
61,37,51,51
49,80,24,43
92,96,53,73
30,45,97,66
69,22,81,66
48,30,98,69
50,79,53,57
60,98,61,68
97,84,20,56
21,63,74,56
24,33,50,39
54,99,80,76
40,28,100,68
44,93,78,71
78,48,65,66
26,65,98,70
74,62,56,63
40,68,22,37
79,40,91,77
68,52,93,77
72,54,33,49
31,95,87,72
66,23,38,43
57,36,84,66
40,80,47,52
82,36,92,78
21,37,21,24
65,24,27,38
80,69,60,68
82,94,69,78
63,29,57,53
61,82,48,59
96,66,39,62
41,93,65,63
73,68,41,56
43,98,23,44
45,31,91,65
20,78,86,65
47,37,74,58
95,28,44,56
27,81,77,63
46,28,95,67
64,97,62,70
56,52,75,65
45,71,88,72
31,81,83,67
84,26,49,55
87,76,20,51
40,50,42,43
64,70,48,57
66,29,53,52
28,37,59,45
51,36,30,38
62,96,86,81
61,47,62,59
69,66,53,60
41,45,49,46
75,35,76,68
27,58,77,58
35,33,20,27
65,82,25,48
44,89,36,49
93,39,86,79
21,87,40,44
78,48,61,64
22,22,42,32
23,66,99,70
97,41,52,63
42,36,51,45
99,25,64,67
25,42,36,34
82,20,47,52
39,41,37,38
29,29,62,46
39,75,38,46
43,79,94,76
87,70,48,64
96,49,56,67
54,42,46,48
52,64,25,41
84,98,30,60
39,59,71,59
26,26,64,45
95,24,43,55
78,45,51,58
30,31,88,59
95,69,30,57
33,85,58,56
20,97,34,42
74,57,55,61
67,65,38,52
36,80,78,66
98,59,46,64
32,64,89,67
48,22,26,32
44,20,37,36
37,72,58,54
26,75,55,50
23,72,49,46
82,46,59,63
48,42,48,47
52,78,27,45
49,73,36,47
82,32,42,52
77,77,89,83
62,21,54,50
70,47,75,68
81,43,79,72
54,71,32,46
63,34,38,45
22,59,74,55
47,93,26,46
45,37,93,67
44,22,58,47
79,35,58,60
57,45,54,53
45,99,47,57
60,90,31,52
20,62,47,42
63,26,61,55
50,28,70,56
44,76,98,77
20,81,31,38
84,83,59,71
63,94,37,56
45,76,86,72
48,47,63,55
22,40,30,30
91,71,57,70
65,77,49,59
23,69,87,64
72,65,33,51
28,44,82,58
53,38,92,70
46,74,69,63
40,25,67,50
33,48,55,47
84,21,60,59
68,46,68,64
31,92,32,44
84,48,79,74
67,41,49,53
90,37,39,54
88,45,41,56
67,47,55,57
90,84,68,78
66,28,45,48
59,65,64,63
21,28,32,28
24,25,51,38
86,26,84,73
94,21,34,49
51,40,37,42
98,34,61,67
23,26,88,56
92,39,24,47
37,36,79,58
36,31,23,28
62,80,79,74
43,25,73,54
65,36,67,60
67,88,93,84
93,57,36,57
99,95,84,91
52,87,56,61
73,35,90,74
33,87,47,51
40,80,59,58
62,59,68,64
40,71,28,40
90,39,92,81
31,43,45,40
79,23,74,65
44,69,76,65
20,60,20,28
29,40,26,30
85,97,99,94
90,25,26,45
51,71,41,50
94,35,87,79
86,99,78,85
49,37,94,69
72,40,56,58
74,97,82,83
35,73,22,36
40,81,66,61
39,66,36,43
74,73,100,87
62,40,87,70
89,20,83,72
29,83,58,54
98,22,24,46
96,80,63,76
46,74,58,58
40,97,77,70
89,49,100,86
20,52,50,41
83,57,42,57
30,29,54,42
34,57,92,68
44,87,52,57
27,33,64,47
78,54,66,67
71,92,78,79
60,54,69,63
58,68,31,46
30,30,23,26
43,34,46,43
50,71,90,74
58,51,67,61
75,78,94,85
41,91,40,50
20,39,64,46
98,45,33,55
43,24,97,66
88,32,33,49
46,29,34,37
85,83,77,81
21,60,95,66
45,64,30,41
76,40,24,43
70,63,58,63
34,78,64,58
66,60,81,72
31,81,85,68
58,55,61,59
40,71,100,76
30,23,97,62
26,86,36,43
95,51,70,74
97,56,78,79
27,28,29,28
89,99,31,62
74,81,43,60
27,33,56,43
46,50,33,40
53,24,25,33
54,96,37,54
34,20,55,42
33,38,54,44
47,100,51,60
42,41,72,57
80,59,96,84
37,34,100,68
42,59,71,60
39,25,45,39
56,65,24,42
21,87,84,66
30,56,95,68
84,52,53,62
34,21,79,54
65,25,99,74
42,76,84,70
55,97,83,77
58,81,50,59
83,75,22,51
24,37,77,53
31,42,98,67
67,49,94,77
97,42,89,82
25,49,47,41
26,76,77,62
90,80,67,76
88,100,42,67
75,57,64,66
80,70,38,57
40,40,90,65
95,80,35,62
98,73,63,76
52,70,63,61
49,78,38,49
34,42,54,46
22,63,52,45
86,45,34,52
55,90,24,46
59,27,99,73
80,88,90,87
51,93,60,64
69,42,32,45
59,74,38,52
84,92,46,67
49,65,84,70
30,77,62,55
94,28,53,60
76,45,87,75
100,49,42,61
26,70,35,39
37,61,98,72
70,91,85,82
29,56,51,45
40,33,25,31
42,61,82,66
29,84,33,42
72,56,35,50
22,48,51,42
75,20,42,48
61,88,55,63
70,63,47,57
43,79,99,78
56,53,59,57
50,41,23,35
80,26,88,73
33,80,54,53
79,51,80,74
53,94,39,54
43,73,57,56
64,25,22,35
72,70,78,75
48,97,22,45
50,43,26,37
68,92,78,78
68,77,99,85
31,53,52,46
88,74,28,55
21,38,58,43
26,83,58,53
94,85,46,68
56,22,51,47
96,75,82,85
45,25,58,48
46,37,100,71
22,92,71,60
52,87,45,56
55,22,72,57
47,32,56,48
32,70,37,42
26,79,82,65
65,64,32,48
32,83,42,47
30,34,77,54
54,75,72,67
84,26,99,80
66,59,50,57
25,100,31,43
59,71,91,77
86,53,56,64
43,52,42,44
90,87,78,83
40,72,23,38
24,30,39,33
21,22,79,50
46,41,48,46
92,42,46,59
92,41,26,49
51,52,45,48
100,90,23,60
48,75,93,76
89,48,97,85
59,75,56,61
90,72,22,52
23,71,44,43
70,72,63,67
27,69,92,68
32,72,98,73
45,88,84,73
76,21,97,76
46,52,32,40
90,46,41,57
74,24,83,68
81,72,72,75
95,73,57,72
28,67,47,45
27,32,24,26
44,76,96,76
35,52,71,56
32,63,86,65
35,52,66,54
23,47,93,63
54,30,51,48
63,40,51,52
28,43,61,48
67,43,85,71
62,38,80,66
32,50,89,64
95,82,70,80
79,83,42,61
22,57,86,61
23,66,86,63
33,41,59,48
93,34,83,76
46,32,54,47
48,26,87,63
65,49,75,67
65,80,80,76
48,86,56,60
61,52,37,47
72,79,75,75
94,65,36,59
71,23,54,53
33,77,77,64
28,58,72,56
49,80,31,46
96,81,74,82
32,44,100,68
63,88,43,58
40,68,70,61
94,55,21,50
95,77,61,74
75,70,69,71
23,35,94,61
66,52,40,50
88,87,91,89
28,40,98,65
73,21,30,41
88,59,63,70
62,88,39,56
23,86,59,54
37,71,25,38
41,20,41,37
30,26,82,55
48,88,33,48
58,70,57,60
76,31,84,71
94,73,92,89
69,43,72,65
87,71,92,86
68,56,45,54
72,81,37,56
23,44,96,64
54,20,67,54
78,50,43,55
69,20,99,74
80,64,39,56
35,34,54,44
24,43,82,57
33,98,46,52
97,69,88,87
92,73,38,61
83,76,74,77
87,31,20,42
96,77,30,59
96,96,25,60
85,81,55,69
20,33,49,37
46,70,31,43
42,25,55,45
59,40,89,70
51,25,65,53
57,81,20,43
37,35,93,65
90,70,82,82
78,22,44,50
93,99,74,85
70,22,52,51
45,84,88,74
30,35,56,44
56,85,90,79
27,79,27,37
83,25,52,56
39,57,69,58
92,43,58,65
81,22,100,79
30,74,85,66
37,61,64,55
26,41,96,64
86,98,35,63
37,61,65,56
75,20,58,56
58,45,32,42
37,77,65,59
87,71,73,77
37,48,74,58
70,84,51,63
98,96,30,64
68,59,74,69
49,81,28,45
44,27,27,32
38,46,21,31
68,75,33,52
29,91,68,61
36,70,60,55
71,28,74,64
32,28,56,43
70,20,91,70
56,84,43,55
34,66,92,69
46,77,65,62
100,52,71,76
80,24,71,64
36,82,38,46
37,97,68,64
63,23,69,58
62,43,43,49
62,67,90,77
100,67,100,93
98,46,79,78
74,93,74,78
20,24,57,39
42,36,97,68
57,44,41,46
26,84,62,56
82,25,99,79
92,43,92,82
72,95,42,62
95,33,25,48
100,56,82,82
55,79,88,76
23,52,46,40
76,77,98,87
80,40,34,49
94,90,54,73
61,84,45,58
54,77,24,44
38,66,34,42
52,32,24,34
46,49,74,61
86,86,64,75
84,64,94,85
79,88,63,73
99,94,83,90
51,49,89,70
58,48,63,58
66,43,48,52
24,99,47,50
20,62,51,44
46,81,79,70
41,43,70,56
70,38,61,59
73,67,96,83
74,45,34,48
97,85,46,69
96,25,63,65
49,40,65,55
58,98,33,54
53,24,63,52
77,95,56,70
56,57,41,49
36,49,55,48
58,64,78,69
31,94,53,55
45,28,32,35
61,43,69,61
56,40,32,41
90,69,68,75
77,23,95,75
33,54,95,68
62,53,78,68
28,54,39,39
76,74,47,61
93,33,30,50
66,26,81,66
94,25,64,65
76,49,32,49
31,45,32,34
99,23,20,44
37,40,99,69
41,29,73,55
33,72,72,60
57,24,39,41
42,49,31,38
84,56,40,56
67,55,25,44
48,36,28,36
50,33,38,41
87,39,25,46
94,42,46,60
29,92,38,46
90,22,73,68
20,79,35,39
57,26,31,38
42,62,43,46
75,31,87,72
54,84,61,64
97,20,84,75
95,80,80,84
37,36,53,45
66,87,52,63
76,92,28,55
57,76,55,60
58,71,29,46
61,43,39,46
67,44,95,76
97,67,81,83
79,83,84,82
73,59,48,58
60,54,95,76
37,33,32,34
90,55,69,72
39,56,76,61
30,25,49,38
63,84,77,74
22,98,57,55
24,81,95,71
75,23,68,61
77,46,99,82
94,89,60,76
35,32,80,57
66,23,50,49
25,40,32,32
75,55,51,59
35,58,85,65
27,44,78,56
59,99,67,71
55,69,77,69
31,39,92,63
91,87,93,91
51,59,43,49
96,22,51,59
94,30,56,62
73,60,60,64
32,80,29,40
93,54,56,67
61,55,65,62
69,39,43,50
81,36,81,72
37,60,100,73
44,67,53,53
28,30,95,62
35,44,77,58
63,39,79,66
48,85,75,69
88,33,61,64
60,70,91,78
65,83,56,64
30,48,36,37
22,45,83,57
68,60,73,69
49,44,79,63
37,96,44,52
45,95,48,56
60,38,33,42
38,30,80,57
37,56,61,53
28,42,33,33
63,83,46,58
79,74,82,80
29,22,95,61
36,90,85,71
90,74,83,83
48,29,44,42
77,89,52,67
97,62,25,54
61,59,66,63
26,41,56,44
81,97,57,72
63,26,30,39
27,69,29,36
43,93,73,68
29,98,97,77
56,76,37,50
22,93,56,53
72,25,34,44
91,61,29,54
74,43,78,70
48,71,29,43
82,92,26,56
99,72,72,80
52,48,60,55
65,63,56,60
38,60,62,54
24,51,38,36
99,88,95,95
71,99,83,83
31,88,22,38
43,41,78,60
27,88,81,66
70,29,26,40
60,24,71,58
54,32,28,37
47,67,36,46
82,35,39,51
43,39,56,49
33,68,49,48
37,63,62,55
38,84,78,67
23,58,59,48
44,91,20,41
98,78,28,59
45,83,96,78
31,85,82,67
72,94,42,61
41,37,54,47
91,93,56,74
23,24,70,47
90,31,94,80
35,51,41,41
39,76,92,73
90,91,35,63
61,43,36,45
71,82,20,48
97,55,55,68
52,86,42,54
100,51,50,65
67,83,20,47
89,47,60,66
63,33,63,57
63,71,75,71
29,56,24,32
88,35,82,74
77,86,72,76
21,97,66,59
99,66,99,92
54,95,98,84
44,26,77,57
37,90,35,47
39,86,72,65
85,31,50,57
80,31,68,64
92,21,31,47
76,62,66,68
79,71,57,66
86,40,38,53
97,26,52,60
89,69,61,71
26,98,78,66
48,33,44,43
59,21,91,67
26,71,82,63
69,97,84,82
38,46,96,69
50,83,25,44
60,84,52,61
100,73,71,80
89,37,81,75
33,56,60,51
84,26,94,77
60,41,23,38
69,45,39,49
47,66,42,48
31,66,45,45
54,53,100,77
24,72,60,52
65,36,54,54
36,45,31,35
37,21,50,40
49,56,40,46
24,99,99,76
64,73,37,52
36,99,24,43
98,26,92,81
36,77,59,56
39,27,39,37
90,56,58,67
26,60,21,30
66,22,57,53
66,68,59,63
43,41,80,61
21,60,21,29
95,70,65,75
45,91,21,42
20,21,22,21
35,44,28,33
89,73,64,73
48,82,77,69
26,96,52,53
83,62,67,71
33,77,32,41
84,82,87,85
57,68,53,57
79,47,22,44
66,75,31,50
77,20,55,55
60,57,62,60
77,46,39,52
91,84,48,68
55,65,74,66
64,43,25,40
32,33,20,26
37,22,59,45
20,22,25,23
87,21,53,57
42,97,88,76
74,92,95,88
75,55,84,76
57,44,21,36
92,81,27,57
62,21,91,68
96,41,75,74
51,68,75,66
66,72,84,76
56,93,80,75
21,68,38,39
79,77,35,57
73,43,59,60
20,74,95,68
27,72,95,70
47,39,27,35
38,36,26,32
83,71,41,60
34,91,73,65
99,60,87,85
21,80,36,40
36,63,73,60
70,75,74,73
82,95,57,72
88,88,71,80
27,23,47,36
28,52,63,50
32,71,56,52
91,55,66,71
30,66,44,44
37,27,50,42
84,56,26,49
100,80,31,62
52,69,27,43
31,92,40,48
34,49,36,38
65,89,25,50
31,34,64,48
87,86,70,78
48,27,54,47
81,75,81,80
68,36,91,73
52,59,29,42
59,39,37,44
33,20,94,61
40,48,89,66
93,43,39,56
80,26,100,79
89,39,77,73
32,68,22,34
85,84,46,65
87,70,30,55
44,77,60,59
87,70,48,64
25,76,22,34
48,73,50,54
32,35,39,36
50,71,46,52
92,32,45,56
40,50,50,47
95,27,27,47
41,28,24,30
30,68,29,37
57,36,80,64
83,63,25,50
33,29,25,28
95,53,66,72
31,24,42,35
86,50,74,73
88,88,69,78
28,58,84,62
92,96,65,79
67,31,65,59
44,28,59,48
57,65,88,74
24,67,95,68
61,100,98,87
53,25,72,57
50,42,58,52
77,87,77,79
95,63,69,76
50,59,37,45
99,70,44,66
26,59,79,59
22,23,81,52
21,97,79,65
84,33,76,70
93,20,50,57
70,20,73,62
40,97,43,53
82,61,70,72
57,98,57,65
25,75,37,41
37,69,67,58
70,84,45,60
50,29,80,61
60,26,36,41
67,22,47,48
84,31,100,81
100,80,78,85
74,47,55,59
35,42,25,31
40,33,82,60
51,56,84,68
35,84,52,53
72,65,59,64
61,94,30,52
89,72,87,85
47,64,76,65
31,43,76,56
21,36,89,58
60,21,90,67
66,91,61,68
27,96,50,52
71,78,28,51
47,89,95,79
44,54,50,49
61,23,75,60
90,66,49,65
65,48,40,49
67,77,41,56
28,90,88,70
28,73,66,56
34,48,84,62
38,57,84,65
20,71,33,37
38,34,74,55
70,82,30,52
64,46,22,39
62,97,29,52
71,61,46,56
31,59,37,40
90,65,61,70
64,62,22,43
64,39,80,67
92,44,22,47
98,81,22,57
79,23,21,39
68,86,58,67
47,70,36,46
90,43,92,82
28,25,68,47
42,36,50,45
40,31,36,36
41,86,28,44
60,56,95,77
77,73,43,59
32,67,96,71
36,99,69,65
74,98,27,55
50,27,87,64
35,22,90,60
73,27,33,44
47,61,87,70
49,24,20,30
62,22,30,38
20,78,74,59
63,47,24,40
72,45,99,80
49,35,67,55
57,25,71,58
58,61,37,48
44,66,42,47
35,90,98,78
22,88,78,63
24,96,26,39
95,45,97,86
31,96,91,74
91,31,86,76
75,69,37,55
78,44,97,81
45,59,92,71
57,76,94,79
49,75,92,76
56,34,26,37
93,67,23,53
27,28,38,33
32,44,41,39
42,37,52,46
26,26,79,52
88,64,50,64
44,81,53,56
97,58,46,64
73,93,24,52
35,66,24,36
29,55,24,32
21,89,31,40
33,68,61,54
68,66,91,79
57,61,89,74
73,25,57,55
92,62,31,56
55,25,51,47
30,72,69,58
50,70,62,60
79,80,22,51
98,52,51,65
46,60,79,65
